view,like,danmaku,reply,favorite,coin,share,point
363463,10952,23493,4669,1831,4837,1650,451878
583013,26758,1975,1709,2089,3443,659,450653
456320,29106,13743,1418,3715,16133,894,447464
540887,30431,849,842,5119,21072,1241,428206
422545,15719,1076,723,11478,5064,6269,424448
405489,21723,4040,1078,7168,15191,2447,422332
816304,5431,1161,2462,2029,522,12977,416372
345084,27470,4472,1255,8341,13023,2665,411644
403293,30431,4331,1516,6595,18877,1096,407738
459796,33482,5049,1136,5327,11211,788,407295
282029,37690,1699,1491,14943,35133,2156,405173
484904,44013,4817,1183,3425,15782,682,399615
469539,28006,1609,1372,3907,10562,829,398219
339022,19131,3519,2151,10121,15763,3198,396125
402562,41905,4280,2152,6344,61584,447,387618
444400,8260,1674,729,6367,2514,7970,384323
443896,50600,7437,1721,4547,14006,480,383686
191574,22287,463,867,17283,26424,2287,378497
424380,11804,1072,1876,5359,986,5189,378029
404139,34314,2795,724,6435,23102,2862,374226
416407,15915,11438,1920,3262,9987,1975,369120
262243,26751,1186,781,8819,21227,1037,354133
478650,37108,2490,832,2754,7277,1403,353596
314879,23633,1581,683,9499,8907,4975,351397
432331,27241,1593,696,3235,13984,1136,346754
300637,35283,5083,1965,8676,44205,1164,343248
276110,8277,252,539,9507,5388,397,338128
500647,15651,1111,896,953,2486,1256,331857
280835,14946,7119,2747,3365,6478,3156,327000
264313,25195,2336,1481,8535,29955,1602,320868
275437,20005,432,651,8621,6858,2533,315965
266930,13707,5262,1014,5590,10704,1014,315048
252598,15381,5107,1411,5943,9384,2563,312840
341073,32929,6726,1137,3472,9988,2008,304891
220934,17342,5061,1189,7687,11156,1804,304114
332525,14118,1370,1282,3936,15362,619,303698
401892,18971,336,797,3074,1604,486,302328
349911,22392,3699,1369,3784,5645,894,301898
239241,25618,1636,1318,8242,10605,2481,298682
311439,15592,818,680,6549,14608,4915,298575
148556,27465,2244,1623,13053,37903,3837,295411
311976,11936,285,364,6277,2120,3166,284669
326208,18868,1391,1339,2002,6665,1117,276373
310475,5605,198,537,4726,732,8801,267428
236550,16071,1355,1720,4418,15457,1047,257330
288844,8577,381,725,4444,5795,7969,256782
277379,5111,140,826,4343,1496,6927,247638
371933,15265,691,564,722,3354,202,246656
292964,12407,2093,334,1231,7972,293,244925
808661,11406,458,950,1452,2397,475,244697
176478,11316,2569,2689,6612,5937,5295,242533
293683,4722,36,163,4489,853,5072,241698
175195,13378,676,459,8683,8544,2650,241546
202979,16203,324,407,7186,9065,745,241078
172115,26355,2010,710,8262,22406,497,240574
327589,18691,1577,741,1292,2898,542,239216
266419,8455,743,1473,1769,7530,4920,233606
297562,5631,703,2165,947,539,7469,233218
259005,7143,1197,1835,1563,2737,256,233129
217325,6156,2041,3978,1223,1620,847,232428
215713,30614,1221,1193,4872,25845,394,230475
297480,14421,1279,885,1137,4529,693,229299
284169,22402,1888,782,2094,12700,498,228731
263430,4294,2124,1427,2005,786,4569,228159
458284,1388,251,1209,1794,73,501,228050
207588,6068,1014,748,3619,3976,445,226202
121501,10688,3152,1043,9823,2551,1151,224337
255204,23227,1005,684,3050,8746,933,223995
162343,15951,2207,2548,3396,13751,105,223775
281783,2606,596,1435,1516,179,839,223295
316332,11092,567,402,1064,6915,427,222818
173552,18031,2258,1647,5080,5979,1354,221147
246360,8191,2676,1114,2682,5232,2575,219694
1809794,62593,19865,10149,26997,14877,36857,1491360
1558717,75496,23061,7240,33483,58461,72747,1416014
1472117,92055,14512,5563,7023,37249,1572,1135912
1338513,33630,3396,7023,9766,12085,31419,1000160
1440087,101108,11113,3638,11463,44478,1219,998519
1236778,65840,32475,4229,3526,16427,1289,903743
1147223,30164,4083,7263,7218,10463,31787,901690
1170196,71569,2247,2934,8292,34104,9539,819792
902640,40861,1919,739,16834,24388,11505,777219
1053175,41562,5936,3045,2675,14480,1893,721826
777515,67374,7423,2117,9895,30580,1152,683172
521787,64498,4988,3856,15520,47508,1368,676031
1033125,21007,982,652,8041,3511,971,674864
744379,33028,391,1003,12174,3495,9258,624683
623713,53984,3357,1084,14474,37052,4334,614781
561836,92139,3255,2448,12578,151508,715,567026
680616,23126,5331,843,4250,13550,947,561754
732363,553,2796,4419,7,8960,630,541230
438664,46368,2696,1135,16447,47587,681,534491
557086,85391,4596,1365,9152,60345,1712,505304
578353,64825,1247,1021,9247,69311,769,498436
366812,22413,641,435,17119,11705,618,477348
579228,39569,5034,1077,4318,24164,2968,470048
340889,41011,4429,1489,16687,53592,1109,465771
535529,14658,2572,1162,8027,8181,9209,464286
427016,18167,6300,2274,5369,17197,3203,457778
363949,10958,23532,4677,1833,4847,1654,452383
583484,26766,1975,1709,2088,3443,659,450679
456741,29115,13750,1418,3716,16146,894,447701
543780,30571,852,848,5144,21197,1248,429916
423458,15747,1077,726,11508,5079,6288,425277
405986,21737,4043,1078,7172,15203,2449,422730
820640,5469,1168,2476,2041,532,13019,418410
345383,27482,4473,1255,8347,13030,2665,412128
403554,30440,4331,1516,6596,18884,1097,407882
460087,33490,5050,1136,5329,11215,788,407418
282257,37704,1702,1492,14951,35144,2157,405401
485156,44026,4819,1183,3426,15792,682,399755
469896,28027,1610,1373,3908,10566,829,398400
339643,19146,3523,2151,10133,15772,3204,396576
402977,41936,4290,2154,6352,61642,447,387951
445431,8276,1677,733,6378,2520,7984,385053
444086,50608,7439,1721,4548,14011,481,383772
193299,22477,463,875,17447,26671,2299,381872
424616,11815,1072,1876,5361,990,5189,378179
405862,34408,2804,725,6456,23159,2879,375677
417362,15953,11463,1923,3268,10005,1978,369916
262701,26778,1186,781,8829,21246,1038,354497
479168,37142,2490,832,2757,7285,1404,353970
315041,23642,1581,683,9506,8911,4976,351500
432525,27247,1594,696,3236,13986,1136,346871
301212,35334,5088,1967,8690,44266,1168,343801
276663,8288,252,540,9518,5403,399,338727
506376,15786,1124,900,964,2505,1269,332388
281105,14953,7125,2749,3366,6480,3159,327388
264450,25199,2336,1481,8536,29961,1602,320953
275709,20008,432,652,8624,6863,2534,316236
268210,13745,5273,1016,5601,10740,1014,315933
252797,15388,5109,1411,5945,9391,2568,313003
341725,32960,6734,1139,3479,10000,2013,305289
221205,17356,5066,1189,7693,11170,1807,304393
332788,14123,1370,1283,3937,15367,619,303880
402105,18981,336,797,3076,1605,486,302481
350004,22396,3700,1369,3784,5649,895,301948
240135,25680,1639,1321,8263,10635,2494,299334
311949,15603,818,681,6557,14616,4925,298911
149144,27557,2248,1626,13100,38042,3856,296403
312704,11968,288,364,6286,2123,3179,285153
326552,18880,1393,1339,2004,6667,1117,276648
311283,5615,198,537,4741,735,8816,268121
289986,8601,382,729,4453,5810,8002,257636
236640,16074,1355,1720,4417,15459,1047,257379
278515,5133,140,830,4356,1501,6966,248535
178882,27137,2084,721,8503,23066,511,248120
268448,28633,1486,1128,3557,8886,908,247996
372828,15293,691,566,723,3356,202,247044
293703,12421,2095,334,1233,7984,294,245288
178303,11435,2586,2705,6675,5980,5337,245207
808762,11407,458,950,1452,2397,475,244764
295455,4747,37,163,4510,861,5111,242937
176071,13420,678,460,8704,8580,2660,242390
203367,16216,325,407,7192,9073,745,241430
328025,18710,1577,741,1292,2898,543,239240
260301,7173,1201,1842,1570,2751,259,234179
266929,8464,743,1474,1772,7534,4924,233979
298431,5639,704,2169,948,541,7476,233314
217616,6161,2041,3979,1224,1620,847,232464
215878,30638,1223,1195,4873,25862,396,230570
297580,14426,1279,885,1137,4529,693,229369
284624,22424,1888,782,2095,12708,498,229051
263567,4296,2125,1429,2008,786,4571,228236
458806,1390,252,1210,1796,73,501,228097
207880,6070,1014,748,3621,3976,445,226234
121792,10698,3155,1046,9838,2553,1154,224766
255592,23258,1006,684,3055,8765,935,224275
162450,15958,2208,2553,3399,13754,105,223866
282620,2619,597,1438,1520,180,842,223756
316752,11104,566,402,1065,6923,428,223048
174050,18062,2263,1649,5091,5989,1358,221650
247442,8210,2687,1116,2691,5238,2585,220466
1811786,62658,19892,10160,27027,14895,36877,1492488
1563961,75703,23134,7257,33574,58640,72935,1419129
1473916,92145,14534,5570,7027,37268,1574,1136721
1341083,33665,3401,7028,9776,12100,31441,1001417
1441942,101179,11134,3639,11471,44514,1219,999260
1239352,65931,32553,4234,3530,16450,1290,904796
1149165,30192,4089,7277,7228,10479,31803,902582
1173470,71717,2253,2936,8312,34172,9571,821326
904674,40931,1923,739,16877,24440,11528,778608
1053727,41572,5938,3045,2675,14482,1894,721865
780134,67522,7445,2120,9921,30643,1152,684556
525263,64767,5009,3875,15590,47719,1375,678981
1036819,21052,982,652,8069,3519,976,676693
748967,33242,391,1009,12268,3521,9314,627413
625099,54077,3363,1084,14504,37111,4346,615678
562505,92231,3262,2452,12594,151664,715,567547
681427,23133,5337,843,4253,13555,949,562246
737860,557,2807,4426,7,8994,632,543768
441029,46534,2699,1142,16506,47727,683,536614
558631,85592,4600,1368,9169,60466,1715,506409
579031,64889,1247,1021,9257,69396,771,498875
368563,22502,643,436,17188,11753,618,479060
579804,39594,5035,1077,4320,24177,2969,470343
344118,41395,4457,1498,16875,54129,1115,469628
543037,14871,2626,1175,8135,8306,9324,469220
427390,18174,6302,2275,5372,17207,3204,458011
364490,10966,23567,4682,1834,4849,1655,452861
584011,26774,1976,1710,2091,3447,660,450691
457153,29130,13755,1418,3716,16155,894,447957
546481,30713,854,854,5173,21299,1254,431543
424387,15778,1079,727,11532,5097,6298,426037
406464,21754,4045,1078,7177,15215,2450,423031
824376,5497,1171,2496,2054,537,13078,420629
345706,27494,4477,1256,8349,13038,2667,412395
403847,30446,4331,1517,6596,18886,1097,408080
460382,33506,5051,1136,5330,11217,788,407582
282443,37719,1702,1495,14957,35149,2160,405614
485382,44037,4821,1183,3427,15800,682,399892
470262,28040,1610,1373,3911,10576,829,398643
340301,19170,3526,2152,10141,15788,3206,397061
403351,41973,4294,2155,6358,61692,447,388297
446602,8290,1680,735,6390,2525,8007,385819
195146,22661,468,880,17602,26906,2313,384801
444349,50623,7441,1721,4549,14013,481,383903
424856,11820,1072,1878,5367,990,5189,378419
408014,34518,2819,727,6488,23241,2889,376893
418286,15992,11479,1927,3280,10030,1985,370531
263147,26800,1187,781,8833,21262,1038,355017
479624,37178,2490,832,2760,7293,1407,354249
315182,23645,1581,683,9509,8915,4980,351683
432729,27250,1594,696,3237,13986,1137,347004
301774,35380,5095,1967,8698,44322,1169,344347
277210,8292,252,540,9531,5407,401,339266
512217,15927,1138,908,981,2536,1286,335220
281396,14961,7147,2750,3371,6482,3162,327599
264559,25206,2337,1482,8537,29967,1603,321040
269202,13784,5285,1022,5619,10758,1015,316949
275968,20016,432,652,8628,6873,2535,316460
252993,15394,5112,1411,5948,9397,2570,313206
342456,33010,6743,1142,3485,10015,2013,305731
221510,17374,5077,1191,7703,11188,1809,304655
333013,14125,1370,1284,3938,15369,619,304117
402308,18990,337,798,3078,1605,486,302606
350095,22399,3700,1369,3784,5649,895,301999
241023,25750,1644,1325,8283,10663,2503,300107
312354,15617,819,681,6562,14623,4932,299357
149855,27645,2250,1628,13135,38142,3864,297286
313419,12002,288,365,6299,2130,3186,285643
326938,18894,1394,1341,2004,6670,1117,276871
312118,5632,200,537,4754,737,8842,268673
291097,8622,383,731,4464,5820,8039,258390
236750,16075,1355,1721,4418,15461,1047,257431
185726,27945,2139,729,8768,23717,528,255633
279836,5149,140,832,4377,1506,7004,249397
269096,28675,1487,1129,3568,8911,909,248495
180216,11538,2605,2722,6740,6042,5373,247315
373603,15316,691,566,723,3357,202,247162
294305,12441,2095,334,1234,8002,295,245795
808901,11407,458,950,1452,2397,475,244771
297291,4774,37,163,4548,871,5143,244181
176824,13462,679,461,8736,8607,2666,243243
203746,16227,325,408,7192,9078,745,241750
328440,18724,1577,741,1292,2902,543,239264
261837,7207,1204,1849,1578,2765,259,235086
267366,8475,743,1480,1773,7540,4930,234323
299254,5649,704,2177,950,542,7480,233950
217948,6171,2041,3981,1223,1622,848,232513
216030,30661,1223,1196,4875,25874,397,230707
285077,22443,1889,782,2097,12716,498,229331
459314,1392,252,1210,1798,73,501,228424
263661,4300,2125,1430,2008,787,4574,228336
208147,6071,1014,748,3621,3978,445,226278
122083,10713,3158,1050,9851,2557,1155,225084
255959,23287,1008,686,3059,8778,937,224515
283327,2629,599,1440,1526,180,845,224248
162565,15969,2209,2555,3399,13761,105,224075
317131,11113,566,402,1065,6925,429,223267
174739,18102,2269,1653,5109,6013,1360,222190
248693,8238,2700,1121,2698,5255,2595,221191
264983,17953,1789,1373,1305,3595,324,218900
1813862,62720,19918,10176,27048,14908,36898,1493745
1569667,75912,23198,7278,33688,58807,73139,1422660
1475766,92225,14554,5576,7030,37307,1574,1137621
1343368,33703,3404,7036,9787,12115,31460,1002626
1443975,101246,11146,3643,11478,44551,1221,999986
1242169,65999,32613,4240,3531,16466,1291,905950
1150872,30220,4092,7283,7235,10492,31812,903707
1177019,71877,2262,2939,8321,34228,9614,822665
906603,41012,1929,739,16908,24483,11554,780041
1054244,41583,5943,3045,2677,14496,1898,722152
782565,67678,7463,2126,9945,30717,1153,686325
529035,65043,5022,3895,15665,47927,1377,682421
1040180,21094,982,653,8093,3531,981,678516
752588,33420,393,1010,12352,3539,9368,630842
626634,54165,3366,1086,14527,37169,4360,616702
563203,92323,3266,2454,12611,151827,716,568240
682119,23141,5340,843,4255,13567,951,562752
743041,558,2820,4419,7,9038,636,544146
443599,46688,2714,1146,16556,47869,685,538705
560004,85805,4609,1369,9197,60625,1721,507582
579562,64944,1248,1023,9266,69464,772,499309
370021,22582,646,437,17251,11806,619,480805
550232,15074,2646,1194,8238,8398,9433,474687
347537,41784,4489,1507,17062,54651,1127,473901
580307,39616,5037,1078,4319,24188,2971,470653
427707,18182,6305,2275,5374,17215,3205,458327
364971,10975,23600,4686,1834,4853,1657,453282
584542,26786,1978,1711,2091,3447,661,450999
457496,29140,13756,1418,3720,16167,894,448243
549175,30858,860,858,5194,21411,1258,433388
425412,15814,1080,731,11566,5105,6314,426797
406935,21768,4048,1081,7183,15225,2454,423435
828530,5517,1180,2500,2066,539,13140,422608
345989,27509,4479,1256,8356,13042,2668,412704
404083,30453,4332,1517,6597,18894,1097,408276
460743,33521,5053,1136,5334,11223,788,407755
282685,37733,1702,1488,14958,35156,2162,405900
485654,44049,4823,1184,3429,15810,682,400056
470600,28056,1613,1373,3913,10587,830,398870
340816,19184,3529,2152,10157,15800,3212,397571
403642,41998,4297,2158,6367,61735,447,388578
196856,22850,474,887,17745,27160,2333,387455
447613,8315,1682,736,6401,2531,8022,386668
444630,50637,7442,1721,4549,14019,481,384053
425103,11822,1074,1878,5368,990,5193,378646
409576,34618,2830,732,6508,23304,2902,378545
419305,16022,11492,1927,3287,10045,1992,371233
263545,26815,1188,782,8838,21275,1040,355477
480096,37200,2490,832,2761,7295,1407,354528
315337,23653,1581,683,9513,8920,4983,351786
432948,27265,1594,696,3237,13991,1137,347027
302345,35431,5100,1968,8712,44367,1173,344765
277780,8303,253,542,9541,5421,402,339805
516881,16052,1147,912,989,2559,1297,338567
281695,14970,7154,2750,3371,6485,3166,327904
264692,25212,2337,1483,8539,29976,1603,321157
270267,13813,5292,1024,5634,10785,1017,318042
276278,20023,432,652,8630,6880,2536,316738
253165,15400,5113,1411,5950,9397,2571,313382
342991,33042,6753,1142,3488,10024,2019,306266
221935,17389,5082,1193,7712,11204,1812,305076
333291,14132,1370,1284,3939,15375,619,304349
402531,18994,337,798,3081,1605,486,302767
350220,22404,3700,1369,3784,5649,895,302046
241859,25824,1649,1326,8310,10697,2516,300875
312814,15630,820,681,6568,14639,4940,299623
150515,27714,2255,1631,13178,38232,3878,298224
314052,12037,290,367,6313,2134,3198,286162
327339,18909,1396,1341,2006,6671,1120,277167
312850,5637,200,537,4763,739,8856,269300
192568,28725,2190,736,9008,24340,544,263446
292010,8636,383,731,4477,5837,8066,259192
236804,16078,1355,1721,4419,15463,1047,257518
280925,5168,141,836,4398,1514,7049,250370
182129,11628,2633,2746,6800,6090,5419,249531
269710,28725,1494,1132,3578,8938,911,249053
374523,15340,691,566,724,3361,202,247202
295027,12454,2097,334,1237,8010,295,246167
299274,4793,37,165,4571,874,5174,245549
809014,11407,458,950,1452,2397,475,244780
177591,13495,684,462,8757,8632,2673,244121
204146,16245,325,408,7200,9088,746,241995
328856,18742,1577,742,1296,2906,544,239473
263218,7241,1209,1861,1589,2784,260,236244
267860,8487,745,1481,1775,7551,4932,234644
300240,5664,705,2180,951,542,7490,234070
218238,6172,2041,3983,1224,1622,849,232721
216196,30681,1223,1198,4879,25887,398,230884
285504,22465,1891,784,2098,12728,499,229622
459771,1392,254,1211,1797,73,501,228477
263776,4302,2128,1430,2008,787,4575,228422
208423,6074,1014,748,3621,3982,445,226436
122347,10727,3159,1053,9874,2560,1157,225563
256310,23306,1009,686,3065,8792,939,224824
283942,2636,599,1448,1531,181,847,224762
162690,15971,2209,2557,3400,13763,105,224237
317443,11118,566,402,1066,6931,430,223500
175221,18140,2275,1657,5127,6027,1361,222873
249755,8271,2703,1121,2708,5280,2606,222069
265087,17955,1789,1373,1306,3597,324,219008
1816510,62798,19975,10193,27088,14928,36924,1495163
1577072,76242,23302,7313,33825,59083,73429,1426594
1478080,92333,14570,5578,7035,37335,1576,1138552
1347020,33750,3414,7044,9795,12140,31494,1004038
1446661,101354,11160,3648,11494,44601,1222,1000908
1245760,66093,32706,4246,3535,16498,1294,907358
1153198,30269,4102,7295,7239,10496,31834,904728
1181090,72079,2269,2947,8342,34319,9648,824072
909627,41110,1935,740,16949,24540,11578,781429
1055079,41596,5944,3044,2678,14504,1899,722453
785905,67888,7473,2133,9972,30803,1155,687899
534059,65446,5044,3932,15766,48229,1385,686117
1045401,21159,1118,654,8124,3537,987,680448
758568,33664,394,1013,12453,3568,9442,633419
628902,54280,3369,1090,14563,37249,4379,617838
564119,92466,3273,2456,12623,152042,719,568777
683301,23159,5345,843,4259,13576,951,563171
748867,558,2826,4428,8,9083,640,546540
446977,46886,2724,1154,16630,48044,689,540944
562225,86054,4626,1375,9220,60778,1728,508825
580290,65008,1250,1023,9273,69536,773,499817
372385,22708,648,438,17341,11889,620,482555
560774,15396,2692,1215,8397,8562,9600,480449
352491,42324,4551,1519,17308,55365,1148,478681
581090,39651,5041,1080,4321,24213,2972,470975
428179,18192,6305,2277,5378,17228,3209,458588
365621,10987,23642,4695,1838,4863,1658,453692
585243,26806,1978,1711,2092,3451,662,451057
458055,29153,13775,1418,3723,16172,894,448532
552720,31065,868,862,5226,21541,1267,435083
426735,15875,1089,734,11612,5123,6332,427878
407602,21794,4064,1082,7197,15247,2459,423925
834427,5559,1190,2513,2076,544,13195,423009
